@relation 'city_day-weka.filters.unsupervised.attribute.Remove-R2,15-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R14-15-weka.filters.unsupervised.attribute.NumericTransform-R8,11-12-Cjava.lang.Math-Mlog-weka.filters.unsupervised.attribute.NumericTransform-R2-7,9-10-Cjava.lang.Math-Mcbrt-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.instance.SpreadSubsample-M-1.0-X0.0-S1'

@attribute City {Ahmedabad,Aizawl,Amaravati,Amritsar,Bengaluru,Bhopal,Brajrajnagar,Chandigarh,Chennai,Coimbatore,Delhi,Ernakulam,Gurugram,Guwahati,Hyderabad,Jaipur,Jorapokhar,Kochi,Kolkata,Lucknow,Mumbai,Patna,Shillong,Talcher,Thiruvananthapuram,Visakhapatnam}
@attribute PM2.5 numeric
@attribute PM10 numeric
@attribute NO numeric
@attribute NO2 numeric
@attribute NOx numeric
@attribute NH3 numeric
@attribute CO numeric
@attribute SO2 numeric
@attribute O3 numeric
@attribute Benzene numeric
@attribute Toluene numeric
@attribute AQI_Bucket {Poor,'Very Poor',Severe,Moderate,Satisfactory,Good}

@data
Patna,0.658202,0.489155,0.330157,0.319625,0.338112,0.388686,0.577202,0.455132,0.54649,0.421591,0.583458,Severe
Patna,0.841082,0.489155,0.457086,0.396336,0.567282,0.388686,0.443061,0.169154,0.353088,0.288195,0.419557,Severe
Lucknow,0.808446,0.489155,0.409646,0.577712,0.440314,0.388686,0.538406,0.390868,0.427964,0.512148,0.610682,Severe
Talcher,0.450678,0.778545,0.3886,0.230374,0.390886,0.244673,0,0.477622,0.319176,0.545059,0.639541,Severe
Ahmedabad,0.406714,0.489155,0.383936,0.614839,0.55183,0.388686,0.808133,0.836722,0.620842,0.716879,0.8648,Severe
Patna,0.626674,0.489155,0.504519,0.439117,0.622136,0.388686,0.543069,0.30699,0.306744,0.35897,0.450187,Severe
Gurugram,0.628807,0.489155,0.225471,0.256574,0.440314,0.388686,0.472156,0.339137,0.284029,0.550589,0.765376,Severe
Ahmedabad,0.354796,0.45703,0.339352,0.776657,0.656558,0.388686,0.774398,0.462747,0.694719,0.60097,0.838003,Severe
Ahmedabad,0.431341,0.489155,0.309811,0.656467,0.448177,0.388686,0.749812,0.743385,0.566252,0.560234,0.753767,Severe
Delhi,0.619852,0.771952,0.640421,0.609623,0.549242,0.544065,0.4872,0.470757,0.493405,0.596109,0.665101,Severe
Ahmedabad,0.415104,0.489155,0.27266,0.566624,0.482851,0.388686,0.715804,0.824795,0.630274,0.624975,0.754312,Severe
Patna,0.617461,0.489155,0.435492,0.354093,0.531311,0.388686,0.566906,0.16869,0.230257,0.300113,0.409734,Severe
Patna,0.661749,0.489155,0.526707,0.573932,0.558718,0.388686,0.580064,0.553819,0.437724,0.413109,0.56429,Severe
Ahmedabad,0.368461,0.513129,0.357791,0.674005,0.600612,0.388686,0.788802,0.880675,0.570818,0.442396,0.723219,Severe
Delhi,0.76718,0.741898,0.503096,0.518159,0.5,0.501902,0.477099,0.566522,0.526426,0.500734,0.589005,Severe
Delhi,0.605095,0.706796,0.43583,0.5096,0.196504,0.509163,0.497189,0.356578,0.583259,0.534551,0.605329,Severe
Gurugram,0.683294,0.489155,0.3236,0.42105,0.443925,0.388686,0.541538,0.421464,0.524234,0.435673,0.595819,Severe
Patna,0.649727,0.489155,0.367127,0.447367,0.54166,0.388686,0.540505,0.308991,0.42963,0.292339,0.398752,Severe
Ahmedabad,0.352074,0.489155,0.39594,0.554698,0.523485,0.388686,0.816616,0.931039,0.351078,0.595327,0.729803,Severe
Ahmedabad,0.484825,0.489155,0.524674,0.599258,0.525407,0.388686,0.895331,0.690864,0.598379,0.562274,0.753681,Severe
Delhi,0.671805,0.745055,0.681936,0.661214,0.595685,0.517956,0.50108,0.485626,0.499899,0.60587,0.691102,Severe
Ahmedabad,0.342885,0.489155,0.406369,0.560115,0.531373,0.388686,0.8238,0.432382,0.205627,0.648419,0.774762,Severe
Lucknow,0.630963,0.489155,0.498782,0.623876,0.254569,0.388686,0.544577,0.307325,0.611406,0.631704,0.715269,Severe
Delhi,0.679333,0.763459,0.423416,0.496193,0.540516,0.468394,0.529552,0.438098,0.533834,0.572052,0.711229,Severe
Delhi,0.673362,0.809371,0.640275,0.632762,0.567391,0.529623,0.534627,0.479272,0.515998,0.637081,0.72566,Severe
Ahmedabad,0.470776,0.489155,0.382927,0.627687,0.462336,0.388686,0.807409,0.779237,0.558578,0.555536,0.714396,Severe
Delhi,0.597738,0.699671,0.502869,0.519294,0.595934,0.510789,0.539461,0.406084,0.503681,0.606011,0.792951,Severe
Ahmedabad,0.330627,0.489155,0.404158,0.538777,0.519172,0.388686,0.822291,0.859821,0.357139,0.589152,0.739972,Severe
Patna,0.641831,0.489155,0.502089,0.520557,0.665453,0.388686,0.545075,0.252833,0.323579,0.274526,0.413124,Severe
Patna,0.661474,0.489155,0.354581,0.366024,0.366235,0.388686,0.572754,0.481803,0.533213,0.426525,0.595348,Severe
Ahmedabad,0.491574,0.489155,0.30755,0.625612,0.53156,0.388686,0.747847,0.857202,0.567873,0.635969,0.758585,Severe
Ahmedabad,0.330235,0.488795,0.427335,0.476921,0.545596,0.388686,0.837754,0.628193,0.483942,0.500299,0.752668,Severe
Ahmedabad,0.387062,0.489155,0.379655,0.60342,0.450794,0.388686,0.80505,0.626201,0.596299,0.560919,0.753623,Severe
Delhi,0.689427,0.810909,0.617795,0.568874,0.688841,0.525443,0.580767,0.418125,0.513149,0.614322,0.811845,Severe
Ahmedabad,0.422559,0.489155,0.755942,0.409871,0.618125,0.388686,1,0.683626,0.392856,0.654863,0.744017,Severe
Ahmedabad,0.389848,0.489155,0.359288,0.557565,0.422912,0.388686,0.789942,0.571306,0.576354,0.560005,0.75345,Severe
Ahmedabad,0.428319,0.489155,0.368443,0.56484,0.430035,0.388686,0.796825,0.608,0.615769,0.64833,0.722095,Severe
Patna,0.669736,0.489155,0.413201,0.671787,0.508219,0.388686,0.582159,0.518033,0.496534,0.568137,0.731899,Severe
Lucknow,0.66003,0.489155,0.187745,0.324398,0.223451,0.388686,0.519859,0.312602,0.517787,0.239144,0.639541,Severe
Patna,0.744533,0.489155,0.467312,0.485227,0.622954,0.388686,0.55855,0.236099,0.556208,0.366586,0.452398,Severe
Gurugram,0.670898,0.489155,0.239419,0.281629,0.361036,0.388686,0.506289,0.337444,0.489004,0.529275,0.744112,Severe
Ahmedabad,0.440288,0.489155,0.39724,0.706661,0.612163,0.388686,0.817521,0.8563,0.529142,0.729478,0.844493,Severe
Ahmedabad,0.386949,0.486771,0.303099,0.324796,0.349445,0.388686,0.743941,0.676829,0.435273,0.545059,0.639541,Severe
Talcher,0.426963,0.791419,0.335687,0.133687,0.374835,0.244401,0.530129,0.514186,0.303771,0.545059,0.639541,Severe
Lucknow,0.738832,0.489155,0.304383,0.521714,0.47831,0.281223,0.470109,0.321781,0.554274,0.526356,0.666137,Severe
Delhi,0.674944,0.806009,0.696704,0.732337,0.530904,0.62013,0.520493,0.556437,0.564262,0.60374,0.718807,Severe
Ahmedabad,0.345405,0.549336,0.427641,0.524767,0.566569,0.388686,0.837953,0.655829,0.464823,0.500299,0.752668,Severe
Ahmedabad,0.38068,0.489155,0.472784,0.586061,0.58903,0.388686,0.865985,0.500111,0.613867,0.656591,0.81614,Severe
Delhi,0.707497,0.79452,0.559585,0.622297,0.525248,0.52581,0.499541,0.46584,0.496976,0.599478,0.654471,Severe
Ahmedabad,0.679879,0.489155,0.385256,0.408623,0.447958,0.388686,0.809077,0.617413,0.120818,0.584148,0.780999,Severe
Jorapokhar,0.398158,0.784721,0.2268,0.242625,0.440314,0.242204,?,0.403257,0.394262,0.545059,0.639541,Severe
Ahmedabad,0.47475,0.489155,0.402558,0.706513,0.613969,0.388686,0.821194,0.804896,0.593698,0.401291,0.593442,Severe
Ahmedabad,0.381541,0.475495,0.376387,0.779876,0.676878,0.388686,0.802675,0.561104,0.575701,0.60097,0.838003,Severe
Delhi,0.65988,0.764871,0.40565,0.514694,0.224154,0.525677,0.513974,0.382444,0.631018,0.55815,0.641328,Severe
Ahmedabad,0.393959,0.489155,0.299521,0.446793,0.419635,0.388686,0.740764,0.767793,0.496534,0.652934,0.751143,Severe
Ahmedabad,0.456155,0.489155,0.507056,0.662097,0.535922,0.388686,0.885678,0.66986,0.519517,0.560234,0.753537,Severe
Ahmedabad,0.372454,0.531813,0.362659,0.543979,0.502246,0.388686,0.792495,0.749734,0.492788,0.532414,0.787487,Severe
Patna,0.615453,0.489155,0.321506,0.379565,0.3493,0.388686,0.563645,0.565699,0.418262,0.384795,0.532742,Severe
Delhi,0.606923,0.707951,0.612815,0.568538,0.326211,0.614987,0.555456,0.488673,0.622472,0.583436,0.705956,Severe
Patna,0.673225,0.489155,0.389015,0.44542,0.552177,0.388686,0.542561,0.286703,0.407761,0.30377,0.408575,Severe
Ahmedabad,0.412704,0.489155,0.26175,0.506163,0.440546,0.388686,0.705056,0.625064,0.511618,0.588138,0.734586,Severe
Patna,0.707057,0.489155,0.298697,0.173208,0.288156,0.388686,0.564058,0.53328,0.466938,0.55815,0.734019,Severe
Ahmedabad,0.420606,0.489155,0.481714,0.663271,0.523099,0.388686,0.871239,0.700322,0.551619,0.690228,0.764201,Severe
Delhi,0.666698,0.758374,0.645052,0.670477,0.550408,0.526411,0.486322,0.529327,0.55935,0.60097,0.720998,Severe
Patna,0.642553,0.489155,0.28521,0.369323,0.32679,0.388686,0.556793,0.531434,0.430492,0.392026,0.533356,Severe
Ahmedabad,0.480384,0.489155,0.364411,0.565237,0.515019,0.388686,0.793813,0.757601,0.562299,0.562049,0.753796,Severe
Ahmedabad,0.340702,0.459817,0.381753,0.572108,0.557785,0.388686,0.806564,0.59607,0.544106,0.500299,0.752668,Severe
Patna,0.80979,0.489155,0.784061,0.483785,0.859294,0.388686,0.656972,0.314218,0.494328,0.420572,0.526375,Severe
Ahmedabad,0.322754,0.489155,0.388237,0.494263,0.488529,0.388686,0.811199,0.494947,0.496534,0.575226,0.735639,Severe
Ahmedabad,0.420742,0.489155,0.380357,0.562644,0.520574,0.388686,0.805557,0.371892,0.391521,0.562721,0.753824,Severe
Patna,0.656635,0.489155,0.327382,0.413158,0.440314,0.388686,0.548973,0.333723,0.393872,0.553589,0.617744,Severe
Patna,0.789772,0.489155,0.507216,0.429382,0.492267,0.388686,0.603596,0.537542,0.54957,0.597809,0.751526,Severe
Delhi,0.593034,0.733875,0.574025,0.52769,0.641902,0.498454,0.562813,0.415806,0.575047,0.633601,0.835332,Severe
Ahmedabad,0.411979,0.489155,0.331813,0.595889,0.427494,0.388686,0.768308,0.79072,0.518911,0.561373,0.753479,Severe
Ahmedabad,0.234087,0.489155,0.382448,0.526168,0.501826,0.388686,0.807064,0.632543,0.496534,0.557208,0.688011,Severe
Patna,0.764704,0.489155,0.542592,0.529076,0.695864,0.388686,0.560276,0.256326,0.283747,0.300113,0.421607,Severe
Ahmedabad,0.415422,0.489155,0.451023,0.629541,0.498089,0.388686,0.852791,0.650122,0.567518,0.561824,0.753364,Severe
Patna,0.732353,0.489155,0.719265,0.459483,0.721074,0.388686,0.603596,0.309818,0.51543,0.397433,0.497217,Severe
Gurugram,0.723817,0.850477,0.457241,0.593467,0.613384,0.388686,0.558113,0.376713,0.438429,0.494456,0.596287,Severe
Ahmedabad,0.288277,0.489155,0.394936,0.612607,0.55511,0.388686,0.815915,0.711831,0.496534,0.557208,0.688011,Severe
Patna,0.695436,0.489155,0.530261,0.471708,0.655534,0.388686,0.582848,0.302917,0.37109,0.360933,0.455267,Severe
Ahmedabad,0.4552,0.489155,0.353233,0.571969,0.514288,0.388686,0.785304,0.384694,0.407908,0.562721,0.753738,Severe
Ahmedabad,0.404054,0.536693,0.422392,0.831118,0.723254,0.388686,0.834521,0.90371,0.628487,0.442396,0.723219,Severe
Ahmedabad,0.358262,0.486282,0.334945,0.527335,0.480839,0.388686,0.770853,0.651347,0.477417,0.442396,0.769934,Severe
Gurugram,0.789047,0.489155,0.335956,0.378906,0.419635,0.388686,0.547529,0.346033,0.429829,0.466545,0.589341,Severe
Delhi,0.618181,0.722557,0.518392,0.549298,0.652029,0.573401,0.561129,0.440381,0.566886,0.586942,0.683173,Severe
Ahmedabad,0.477758,0.489155,0.593914,0.618518,0.615671,0.388686,0.930571,0.748051,0.610581,0.560691,0.753565,Severe
Lucknow,0.702078,0.489155,0.55664,0.612339,0.254569,0.388686,0.579711,0.255634,0.637422,0.51367,0.619823,Severe
Delhi,0.808588,0.889058,0.497957,0.596453,0.651344,0.583652,0.559417,0.416388,0.684588,0.61066,0.730433,Severe
Ahmedabad,0.323976,0.46311,0.428294,0.676412,0.638353,0.388686,0.838377,0.814575,0.487222,0.60097,0.838003,Severe
Patna,0.655129,0.489155,0.537326,0.509186,0.60222,0.388686,0.587872,0.429746,0.42371,0.545633,0.64968,Severe
Ahmedabad,0.366697,0.514563,0.328627,0.579232,0.509172,0.388686,0.765698,0.69143,0.574893,0.527012,0.787487,Severe
Lucknow,0.7058,0.489155,0.624075,0.600373,0.440314,0.388686,0.596638,0.37058,0.499347,0.536934,0.676832,Severe
Talcher,0.664723,0.804492,0.752696,0.448158,0.78893,0.416628,0.593283,0.643199,0.475389,?,?,Severe
Lucknow,0.630371,0.489155,0.285121,0.351974,0.223451,0.388686,0.590135,0.269326,0.508723,0.545059,0.639541,Severe
Ahmedabad,0.485004,0.489155,0.4644,0.721504,0.648905,0.388686,0.860969,0.854491,0.322797,0.657321,0.82138,Severe
Lucknow,0.65014,0.489155,0.448835,0.494738,0.535891,0.490129,0.466961,0.329483,0.419515,0.167056,0.36841,Severe
Ahmedabad,0.447755,0.489155,0.481397,0.794816,0.696881,0.388686,0.871055,0.912292,0.486274,0.401291,0.593442,Severe
Ahmedabad,0.269956,0.489155,0.360655,0.577793,0.520704,0.388686,0.79098,0.694393,0.496534,0.557208,0.688011,Severe
Ahmedabad,0.460002,0.489155,0.235999,0.353412,0.400674,0.388686,0.67809,0.576812,0.515714,0.577918,0.698565,Severe
Ahmedabad,0.487158,0.489155,0.580738,0.819579,0.7534,0.388686,0.92417,0.922725,0.525788,0.728277,0.859514,Severe
Ahmedabad,0.333405,0.489155,0.424612,0.501616,0.512012,0.388686,0.835977,0.603359,0.496534,0.577157,0.820653,Severe
Delhi,0.57056,0.745359,0.566461,0.627012,0.566431,0.508488,0.50108,0.644492,0.518817,0.571241,0.691495,Severe
Ahmedabad,0.350726,0.461952,0.421453,0.77182,0.687613,0.388686,0.833903,0.586563,0.413964,0.60097,0.838003,Severe
Lucknow,0.675625,0.489155,0.447071,0.628592,0.568593,0.285923,0.491481,0.390215,0.560606,0.570012,0.732515,Severe
Ahmedabad,0.469084,0.489155,0.466606,0.614767,0.500739,0.388686,0.862296,0.6537,0.578914,0.560919,0.753594,Severe
Ahmedabad,0.443796,0.489155,0.213468,0.549268,0.456109,0.388686,0.652379,0.72531,0.468357,0.619921,0.724723,Severe
Patna,0.763622,0.489155,0.612319,0.443547,0.704918,0.388686,0.616484,0.330369,0.276971,0.339152,0.44638,Severe
Patna,0.745091,0.489155,0.39433,0.350456,0.500141,0.388686,0.546063,0.158937,0.102138,0.331484,0.398752,Severe
Gurugram,0.79278,0.489155,0.255828,0.40254,0.440314,0.388686,0.411819,0.17588,0.48564,0.129252,0.559334,Severe
Ahmedabad,0.387153,0.529112,0.45697,0.502184,0.517532,0.388686,0.856454,0.662506,0.614718,0.428428,0.759644,Severe
Ahmedabad,0.390694,0.46285,0.321506,0.623947,0.554423,0.388686,0.759782,0.905155,0.472844,0.485709,0.751732,Severe
Gurugram,0.832614,0.489155,0.344946,0.466833,0.458679,0.388686,0.502595,0.313574,0.419723,0.545059,0.639541,Severe
Ahmedabad,0.464326,0.489155,0.54149,0.646573,0.549855,0.388686,0.904269,0.664583,0.575086,0.754712,0.770991,Severe
Ahmedabad,0.465938,0.489155,0.442194,0.725208,0.679865,0.388686,0.847272,0.718403,0.574893,0.401291,0.593442,Severe
Delhi,0.59802,0.774995,0.704272,0.583748,0.54172,0.47083,0.499541,0.468583,0.481964,0.629442,0.713027,Severe
Amritsar,0.282681,0.803503,0.345459,0.304913,0.425264,0.303459,0.415409,0.359129,0.50274,0.453827,0.438268,Severe
Delhi,0.632897,0.743004,0.474197,0.52727,0.581544,0.517131,0.542561,0.391194,0.463211,0.607816,0.774486,Severe
Lucknow,0.650759,0.489155,0.414728,0.529429,0.440314,0.388686,0.546554,0.361647,0.510464,0.608637,0.761409,Severe
Patna,0.714963,0.489155,0.338558,0.426076,0.374459,0.388686,0.579711,0.525507,0.532368,0.426525,0.586446,Severe
Kolkata,0.614918,0.741732,0.687821,0.656211,0.827816,0.446543,0.481814,0.387141,0.451984,0.664927,0.715573,Severe
Patna,0.64541,0.489155,0.461226,0.47492,0.613056,0.388686,0.542051,0.271007,0.304644,0.30377,0.420588,Severe
Patna,0.65715,0.489155,0.406704,0.355785,0.511507,0.388686,0.561129,0.302745,0.205627,0.313951,0.405012,Severe
Lucknow,0.652524,0.489155,0.269831,0.350525,0.233413,0.388686,0.575372,0.31992,0.560242,0.545059,0.639541,Severe
Delhi,0.646481,0.930423,0.278824,0.396004,0.432593,0.43473,0.444398,0.307493,0.455585,0.50823,0.565597,Severe
Patna,0.633729,0.489155,0.357249,0.478674,0.405341,0.388686,0.56488,0.643803,0.474506,0.39611,0.534872,Severe
Patna,0.69589,0.489155,0.582424,0.454444,0.686343,0.388686,0.596938,0.383459,0.344024,0.328782,0.435689,Severe
Ahmedabad,0.460364,0.489155,0.317395,0.396997,0.480305,0.388686,0.756314,0.599045,0.509014,0.644048,0.753709,Severe
Gurugram,0.715114,0.489155,0.185376,0.2694,0.271384,0.388686,0.505561,0.402197,0.44167,0.545059,0.639541,Severe
Ahmedabad,0.263154,0.489155,0.371556,0.641148,0.562671,0.388686,0.799131,0.741278,0.496534,0.557208,0.688011,Severe
Ahmedabad,0.448429,0.489155,0.499473,0.512654,0.659104,0.388686,0.881429,0.618995,0.417493,0.704087,0.804183,Severe
Ahmedabad,0.317459,0.533553,0.36975,0.535465,0.523163,0.388686,0.797796,0.587947,0.633113,0.495379,0.747678,Severe
Ahmedabad,0.475137,0.489155,0.341648,0.670723,0.46557,0.388686,0.776229,0.809303,0.568583,0.555536,0.714396,Severe
Jaipur,0.499301,0.797592,0.243347,0.42105,0.433861,0.35354,0.406186,0.302917,0.625181,0.269485,0.618973,Severe
Ahmedabad,0.361054,0.489155,0.46361,0.477116,0.524928,0.388686,0.860492,0.509018,0.496534,0.611457,0.817717,Severe
Delhi,0.739762,0.827217,0.487032,0.553726,0.603384,0.470707,0.554101,0.403739,0.55931,0.59406,0.782278,Severe
Ahmedabad,0.496745,0.489155,0.403819,0.557273,0.528644,0.388686,0.822059,0.754709,0.456001,0.638576,0.766109,Severe
Ahmedabad,0.303722,0.489155,0.377099,0.58762,0.533208,0.388686,0.803194,0.716612,0.542691,0.614706,0.833345,Severe
Ahmedabad,0.361439,0.489155,0.392963,0.484469,0.486341,0.388686,0.814534,0.680767,0.496534,0.586942,0.733019,Severe
Ahmedabad,0.316355,0.441083,0.385362,0.490397,0.522325,0.388686,0.809153,0.585998,0.571013,0.500299,0.752668,Severe
Ahmedabad,0.26544,0.489155,0.364004,0.685112,0.587374,0.388686,0.793507,0.594071,0.496534,0.557208,0.688011,Severe
Ahmedabad,0.326856,0.489155,0.425318,0.506163,0.514521,0.388686,0.836438,0.618948,0.496534,0.558617,0.81941,Severe
Ahmedabad,0.354052,0.489155,0.376497,0.544466,0.508798,0.388686,0.802755,0.448122,0.198484,0.642733,0.806905,Severe
Delhi,0.585879,0.721143,0.550442,0.611119,0.569709,0.478399,0.4872,0.645565,0.614955,0.57185,0.733877,Severe
Delhi,0.62855,0.724824,0.554751,0.564243,0.649177,0.530838,0.543574,0.393246,0.483142,0.621597,0.806889,Severe
Ahmedabad,0.424667,0.502779,0.396941,0.534835,0.51352,0.388686,0.817313,0.623145,0.529862,0.442396,0.769934,Severe
Delhi,0.607716,0.755916,0.371331,0.521351,0.574661,0.500257,0.512619,0.499765,0.692694,0.554324,0.63247,Severe
Ahmedabad,0.290757,0.489155,0.391842,0.498433,0.492485,0.388686,0.813746,0.809554,0.496534,0.567078,0.725193,Severe
Ahmedabad,0.490626,0.489155,0.347684,0.340425,0.463364,0.388686,0.780991,0.630487,0.467676,?,?,Severe
Ahmedabad,0.499682,0.489155,0.418297,0.667555,0.494475,0.388686,0.831816,0.732128,0.583708,0.555536,0.714396,Severe
Delhi,0.671586,0.790286,0.669586,0.709044,0.551772,0.581149,0.519859,0.52291,0.53152,0.590982,0.689397,Severe
Delhi,0.643608,0.749189,0.401778,0.517925,0.599951,0.497418,0.533521,0.51732,0.651644,0.549824,0.610013,Severe
Ahmedabad,0.304909,0.469823,0.378843,0.648501,0.59643,0.388686,0.804461,0.888566,0.54738,0.60097,0.838003,Severe
Ahmedabad,0.425656,0.489155,0.375396,0.498001,0.48353,0.388686,0.801952,0.586152,0.448083,0.629442,0.768127,Severe
Ahmedabad,0.278321,0.40322,0.374623,0.510393,0.523806,0.388686,0.801386,0.624973,0.539146,0.500299,0.752668,Severe
Gurugram,0.623802,0.663309,0.590653,0.501082,0.649845,0.388686,0.472156,0.396023,0.520634,0.605166,0.581472,Severe
Patna,0.688888,0.489155,0.475135,0.798614,0.592087,0.388686,0.536263,0.534015,0.531431,0.566652,0.730618,Severe
Ahmedabad,0.576339,0.489155,0.605188,0.782765,0.752187,0.388686,0.935945,0.966065,0.516799,0.401291,0.593442,Severe
Ahmedabad,0.569059,0.489155,0.309811,0.532685,0.473917,0.388686,0.749812,0.631114,0.560039,0.563829,0.753968,Severe
Hyderabad,0.84927,0.489155,0.217214,0.287599,0.354355,0.388686,0.47806,0.303602,0.381597,0.223569,0.392041,Severe
Patna,0.625019,0.489155,0.406034,0.232713,0.367544,0.388686,0.580767,0.545529,0.496534,0.577728,0.752726,Severe
Ahmedabad,0.409851,0.489155,0.410164,0.60886,0.467069,0.388686,0.826373,0.612148,0.568819,0.560463,0.753537,Severe
Patna,0.680953,0.489155,0.415602,0.271507,0.389612,0.388686,0.599303,0.583623,0.496534,0.587457,0.74146,Severe
Ahmedabad,0.471783,0.489155,0.457935,0.661088,0.509682,0.388686,0.857044,0.630308,0.583521,0.760663,0.823894,Severe
Talcher,0.430803,0.73079,0.402022,0.413158,0.411574,0.252857,0.568498,0.431295,0.268493,?,0.639541,Severe
Ahmedabad,0.503772,0.489155,0.351194,0.412193,0.493283,0.388686,0.783726,0.43481,0.494021,0.711112,0.844406,Severe
Lucknow,0.699398,0.489155,0.315078,0.532241,0.237389,0.388686,0.639806,0.2279,0.541701,0.545059,0.639541,Severe
Lucknow,0.609558,0.489155,0.574228,0.57418,0.254569,0.388686,0.668744,0.304796,0.463153,0.609181,0.678844,Severe
Ahmedabad,0.477973,0.489155,0.35743,0.476765,0.554623,0.388686,0.788527,0.698035,0.56641,0.699006,0.806121,Severe
Ahmedabad,0.414726,0.489155,0.253218,0.540758,0.373703,0.388686,0.696381,0.550659,0.666526,0.562274,0.753796,Severe
Ahmedabad,0.408278,0.488766,0.380303,0.388863,0.428024,0.388686,0.805518,0.651263,0.483248,0.545059,0.639541,Severe
Ahmedabad,0.422924,0.555427,0.507886,0.619973,0.614086,0.388686,0.88614,0.69143,0.565218,0.527012,0.787487,Severe
Gurugram,0.921832,0.489155,0.111129,0.214368,0.440314,0.388686,0.357715,0.481135,0.56933,0.064626,0.495856,Severe
Ahmedabad,0.465986,0.54891,0.395388,0.38218,0.44109,0.388686,0.816231,0.558583,0.370131,0.545059,0.639541,Severe
Patna,0.670338,0.489155,0.509316,0.637444,0.552755,0.388686,0.604434,0.489034,0.496534,0.573454,0.735849,Severe
Delhi,0.668212,0.776153,0.50976,0.535245,0.612093,0.502666,0.561975,0.385587,0.487695,0.593099,0.766486,Severe
Ahmedabad,0.377982,0.522063,0.467905,0.449429,0.570711,0.388686,0.863076,0.605929,0.436438,0.500299,0.752668,Severe
Patna,0.687745,0.489155,0.56719,0.476608,0.681558,0.388686,0.592036,0.359635,0.341006,0.368396,0.46964,Severe
Ahmedabad,0.364691,0.496209,0.357971,0.534015,0.494583,0.388686,0.78894,0.713822,0.528962,0.527012,0.787487,Severe
Delhi,0.628881,0.671695,0.356404,0.487788,0.546542,0.51977,0.529552,0.382105,0.653101,0.556971,0.641711,Severe
Lucknow,0.6981,0.489155,0.25572,0.374662,0.227779,0.388686,0.521748,0.340536,0.583596,0.545059,0.639541,Severe
Ahmedabad,0.494352,0.489155,0.422436,0.628128,0.575833,0.388686,0.83455,0.858076,0.521191,0.555536,0.714396,Severe
Lucknow,0.814309,0.489155,0.454561,0.495175,0.227779,0.388686,0.637819,0.314379,0.505356,0.545059,0.639541,Severe
Gurugram,0.732374,0.489155,0.324816,0.380043,0.409745,0.388686,0.541023,0.356578,0.400927,0.354916,0.44638,Severe
Delhi,0.693972,0.792332,0.419474,0.515944,0.54527,0.504043,0.538406,0.387472,0.496976,0.589988,0.762069,Severe
Ahmedabad,0.608507,0.489155,0.637486,0.781331,0.778048,0.388686,0.950838,0.89085,0.529232,0.401291,0.593442,Severe
Ahmedabad,0.464552,0.489155,0.331262,0.461736,0.533177,0.388686,0.767859,0.746523,0.521701,0.65536,0.727049,Severe
Ahmedabad,0.328264,0.571913,0.420151,0.537625,0.56242,0.388686,0.833043,0.50252,0.58483,0.49854,0.750847,Severe
Ahmedabad,0.343953,0.489155,0.422971,0.540295,0.529651,0.388686,0.834901,0.484895,0.198484,0.673127,0.786136,Severe
Patna,0.680274,0.489155,0.498155,0.469182,0.633472,0.388686,0.548012,0.201062,0.357326,0.403778,0.465935,Severe
Patna,0.685985,0.489155,0.543915,0.461279,0.661106,0.388686,0.555006,0.312114,0.316528,0.362856,0.460753,Severe
Delhi,0.639975,0.727473,0.418977,0.523786,0.58406,0.526011,0.527804,0.396023,0.633658,0.568347,0.656207,Severe
Jorapokhar,0.398158,0.791891,0.229288,0.25312,0.440314,0.243169,?,0.403257,0.683201,0.545059,0.639541,Severe
Ahmedabad,0.438389,0.526001,0.335485,0.850012,0.703496,0.388686,0.77129,0.403257,0.484473,0.500299,0.73846,Severe
Gurugram,0.742292,0.818642,0.41629,0.586987,0.582999,0.388686,0.546554,0.223605,0.485004,0.493524,0.596131,Severe
Ahmedabad,0.316908,0.489155,0.376826,0.48636,0.478579,0.388686,0.802995,0.652945,0.321448,0.615848,0.771206,Severe
Ahmedabad,0.456739,0.489155,0.596622,0.60918,0.571953,0.388686,0.931871,0.76351,0.574082,0.557915,0.753103,Severe
Patna,0.636257,0.489155,0.207789,0.256696,0.242141,0.388686,0.474162,0.53487,0.681166,0.539544,0.721893,Severe
Patna,0.65313,0.489155,0.458512,0.43971,0.454579,0.388686,0.598422,0.567616,0.350886,0.410862,0.552121,Severe
Ahmedabad,0.431434,0.489155,0.486826,0.713911,0.652381,0.388686,0.874207,0.810975,0.566886,0.714414,0.817063,Severe
Delhi,0.681,0.779511,0.335552,0.549118,0.606131,0.529095,0.568892,0.407095,0.794208,0.668939,0.711591,Severe
Gurugram,0.715896,0.489155,0.240381,0.283474,0.440314,0.388686,0.84802,0.351903,0.273395,0.53983,0.750072,Severe
Ahmedabad,0.364867,0.487453,0.394835,0.657426,0.606467,0.388686,0.815845,0.529078,0.536656,0.599928,0.837031,Severe
Patna,0.675409,0.489155,0.592263,0.473339,0.701604,0.388686,0.579,0.314057,0.394106,0.364739,0.472031,Severe
